frame_idx,time_sec,f0_hz,conf,rms,voiced
1601,18.587574,904.394531,21.221855,0.126068,1
1602,18.599184,904.394531,14.530899,0.117361,1
1603,18.610794,904.394531,8.717488,0.094953,1
1604,18.622404,882.861328,11.168621,0.078653,1
1605,18.634014,882.861328,10.216357,0.084190,1
1606,18.645624,882.861328,10.193563,0.076158,1
1607,18.657234,882.861328,10.216098,0.077420,1
1608,18.668844,882.861328,8.515286,0.075893,1
1609,18.680454,882.861328,9.369989,0.080803,1
1610,18.692063,861.328125,12.418154,0.093850,1
1611,18.703673,861.328125,15.431669,0.091846,1
1612,18.715283,882.861328,14.456857,0.092741,1
1613,18.726893,882.861328,7.869474,0.088520,1
1614,18.738503,882.861328,9.541734,0.081099,1
1615,18.750113,882.861328,12.672555,0.082562,1
1616,18.761723,882.861328,14.320484,0.088191,1
1617,18.773333,882.861328,16.790388,0.083624,1
1618,18.784943,882.861328,12.031076,0.077521,1
1619,18.796553,882.861328,12.442152,0.074584,1
1620,18.808163,279.931641,3.373991,0.067524,1
1621,18.819773,193.798828,6.587025,0.066820,1
1622,18.831383,,1.418434,0.065403,0
1623,18.842993,,1.808190,0.061173,0
1624,18.854603,,1.708892,0.058816,0
1625,18.866213,,1.373611,0.066157,0
1626,18.877823,,1.349755,0.071020,0
1627,18.889433,,0.534105,0.085400,0
1628,18.901043,,0.275470,0.090064,0
1629,18.912653,129.199219,9.826299,0.091137,1
1630,18.924263,129.199219,6.333543,0.089885,1
1631,18.935873,129.199219,5.189108,0.080366,1
1632,18.947483,,1.759913,0.080468,0
1633,18.959093,,0.495187,0.074795,0
1634,18.970703,,0.715315,0.074987,0
1635,18.982313,,2.958647,0.075678,0
1636,18.993923,279.931641,6.588274,0.076554,1
1637,19.005533,,2.927333,0.076815,0
1638,19.017143,,0.612646,0.077259,0
1639,19.028753,,0.628925,0.076816,0
1640,19.040363,,0.510353,0.076465,0
1641,19.051973,,0.802291,0.075370,0
1642,19.063583,,0.981107,0.072195,0
1643,19.075193,,0.781200,0.067978,0
1644,19.086803,,1.026906,0.061253,0
1645,19.098413,,1.455562,0.057378,0
1646,19.110023,,1.194241,0.053710,0
1647,19.121633,193.798828,3.624223,0.051060,1
1648,19.133243,,2.046226,0.049290,0
1649,19.144853,,1.000000,0.048091,0
1650,19.156463,,0.785847,0.051192,0
1651,19.168073,,0.975954,0.049125,0
1652,19.179683,366.064453,10.527705,0.056593,1
1653,19.191293,366.064453,9.321695,0.059558,1
1654,19.202902,366.064453,10.292737,0.058621,1
1655,19.214512,,2.410355,0.060737,0
1656,19.226122,,0.984095,0.056155,0
1657,19.237732,366.064453,5.686042,0.058147,1
1658,19.249342,,1.971181,0.062538,0
1659,19.260952,,2.517026,0.072883,0
1660,19.272562,,2.257748,0.079732,0
1661,19.284172,129.199219,3.208440,0.083830,1
1662,19.295782,193.798828,3.818460,0.086178,1
1663,19.307392,,0.254227,0.081246,0
1664,19.319002,,0.380353,0.074468,0
1665,19.330612,193.798828,3.290930,0.068156,1
1666,19.342222,,0.918740,0.063564,0
1667,19.353832,,0.314589,0.064935,0
1668,19.365442,,0.253440,0.070867,0
1669,19.377052,279.931641,3.659382,0.072764,1
1670,19.388662,,0.518648,0.071650,0
1671,19.400272,,1.000000,0.072058,0
1672,19.411882,,1.847779,0.071859,0
1673,19.423492,,2.222961,0.069354,0
1674,19.435102,,2.020900,0.072501,0
1675,19.446712,,0.472259,0.067265,0
1676,19.458322,193.798828,7.317922,0.062801,1
1677,19.469932,193.798828,3.935714,0.063683,1
1678,19.481542,,1.011429,0.063060,0
1679,19.493152,,1.374191,0.067476,0
1680,19.504762,,1.034616,0.070680,0
1681,19.516372,193.798828,6.727783,0.075908,1
1682,19.527982,193.798828,6.168809,0.078878,1
1683,19.539592,366.064453,11.496726,0.077093,1
1684,19.551202,366.064453,10.388799,0.074458,1
1685,19.562812,366.064453,11.347127,0.069270,1
1686,19.574422,366.064453,10.717151,0.063810,1
1687,19.586032,366.064453,7.354307,0.062566,1
1688,19.597642,366.064453,7.517098,0.063016,1
1689,19.609252,193.798828,5.853993,0.065454,1
1690,19.620862,193.798828,6.195353,0.065941,1
1691,19.632472,193.798828,5.700569,0.071113,1
1692,19.644082,366.064453,5.801126,0.073226,1
1693,19.655692,193.798828,6.149746,0.078815,1
1694,19.667302,193.798828,8.434370,0.077828,1
1695,19.678912,366.064453,5.159244,0.070194,1
1696,19.690522,172.265625,3.572332,0.063259,1
1697,19.702132,366.064453,4.237759,0.050368,1
1698,19.713741,172.265625,9.406468,0.048059,1
1699,19.725351,,2.052937,0.048681,0
1700,19.736961,215.332031,3.038872,0.051931,1
1701,19.748571,129.199219,4.113745,0.050360,1
1702,19.760181,,1.000000,0.050578,0
1703,19.771791,,0.943448,0.051195,0
1704,19.783401,,0.467637,0.049328,0
1705,19.795011,,1.325666,0.051911,0
1706,19.806621,,0.943159,0.051415,0
1707,19.818231,,0.291805,0.052142,0
1708,19.829841,193.798828,7.007114,0.055975,1
1709,19.841451,366.064453,5.145129,0.057921,1
1710,19.853061,193.798828,8.982513,0.061662,1
1711,19.864671,,0.474184,0.061486,0
1712,19.876281,,2.051444,0.060800,0
1713,19.887891,193.798828,7.712244,0.059194,1
1714,19.899501,172.265625,6.533006,0.075588,1
1715,19.911111,193.798828,8.803262,0.096654,1
1716,19.922721,,1.502665,0.113771,0
1717,19.934331,,2.933050,0.120250,0
1718,19.945941,322.998047,3.036367,0.120607,1
1719,19.957551,,2.898589,0.113980,0
1720,19.969161,,1.175262,0.102665,0
1721,19.980771,,2.346403,0.100519,0
1722,19.992381,,2.673603,0.100738,0
1723,20.003991,968.994141,7.739360,0.101705,1
1724,20.015601,968.994141,8.383004,0.099676,1
1725,20.027211,968.994141,9.424001,0.101505,1
1726,20.038821,968.994141,6.385620,0.092932,1
1727,20.050431,322.998047,5.889263,0.086089,1
1728,20.062041,322.998047,6.892640,0.087366,1
1729,20.073651,,1.284778,0.084359,0
1730,20.085261,,0.628133,0.083969,0
1731,20.096871,215.332031,6.772530,0.080812,1
1732,20.108481,,0.872194,0.076131,0
1733,20.120091,215.332031,7.401198,0.074214,1
1734,20.131701,,1.343578,0.067502,0
1735,20.143311,,0.933814,0.062151,0
1736,20.154921,215.332031,8.010136,0.057371,1
1737,20.166531,193.798828,3.323394,0.051530,1
1738,20.178141,,0.697304,0.054932,0
1739,20.189751,193.798828,3.224417,0.062557,1
1740,20.201361,193.798828,3.772661,0.066127,1
1741,20.212971,,2.007950,0.073750,0
1742,20.224580,,1.567354,0.077247,0
1743,20.236190,,1.213718,0.080786,0
1744,20.247800,215.332031,6.126978,0.081157,1
1745,20.259410,,1.470493,0.076327,0
1746,20.271020,,2.483156,0.071715,0
1747,20.282630,,2.516350,0.069025,0
1748,20.294240,,1.789854,0.069402,0
1749,20.305850,,1.633057,0.072212,0
1750,20.317460,,1.635828,0.073896,0
1751,20.329070,,1.172493,0.069755,0
1752,20.340680,,2.039412,0.071040,0
1753,20.352290,,2.043993,0.068119,0
1754,20.363900,,2.427857,0.067988,0
1755,20.375510,,1.651472,0.071434,0
1756,20.387120,,2.123731,0.074335,0
1757,20.398730,322.998047,3.557199,0.076039,1
1758,20.410340,,1.710451,0.076482,0
1759,20.421950,,2.096531,0.075430,0
1760,20.433560,,1.000292,0.075948,0
1761,20.445170,215.332031,6.116076,0.095454,1
1762,20.456780,667.529297,12.859555,0.108604,1
1763,20.468390,,1.659577,0.108428,0
1764,20.480000,172.265625,4.716346,0.108952,1
1765,20.491610,,2.899962,0.093295,0
1766,20.503220,,2.915638,0.073751,0
1767,20.514830,,2.361161,0.072300,0
1768,20.526440,215.332031,5.024743,0.067631,1
1769,20.538050,,1.000000,0.066492,0
1770,20.549660,,1.487699,0.073197,0
1771,20.561270,215.332031,5.325540,0.077005,1
1772,20.572880,,1.220899,0.079501,0
1773,20.584490,,1.451872,0.076287,0
1774,20.596100,,1.038014,0.073874,0
1775,20.607710,,1.526502,0.072890,0
1776,20.619320,,1.846680,0.075229,0
1777,20.630930,,1.910789,0.082006,0
1778,20.642540,107.666016,3.157655,0.083129,1
1779,20.654150,,2.490755,0.085184,0
1780,20.665760,,1.391969,0.085477,0
1781,20.677370,107.666016,3.127851,0.082143,1
1782,20.688980,,1.524363,0.082491,0
1783,20.700590,107.666016,3.946134,0.079593,1
1784,20.712200,,1.269137,0.075376,0
1785,20.723810,,1.476935,0.072549,0
1786,20.735420,,1.930192,0.067997,0
1787,20.747029,,2.402158,0.063109,0
1788,20.758639,,1.874984,0.055957,0
1789,20.770249,,2.393802,0.053015,0
1790,20.781859,,2.355568,0.052038,0
1791,20.793469,,2.519544,0.054113,0
1792,20.805079,129.199219,3.726373,0.056177,1
1793,20.816689,,1.166008,0.056508,0
1794,20.828299,,1.670428,0.055774,0
1795,20.839909,,1.726732,0.051631,0
1796,20.851519,,2.769717,0.050181,0
1797,20.863129,,2.060489,0.050316,0
1798,20.874739,215.332031,3.367952,0.048197,1
1799,20.886349,215.332031,3.764187,0.049437,1
1800,20.897959,107.666016,5.248550,0.047708,1
1801,20.909569,107.666016,4.306079,0.049081,1
1802,20.921179,,1.719041,0.054551,0
1803,20.932789,,1.712654,0.060408,0
1804,20.944399,,1.883845,0.073439,0
1805,20.956009,129.199219,3.019620,0.080648,1
1806,20.967619,,1.369207,0.087979,0
1807,20.979229,107.666016,7.207622,0.091613,1
1808,20.990839,129.199219,14.363123,0.089901,1
1809,21.002449,129.199219,7.629665,0.088324,1
1810,21.014059,,1.566140,0.083894,0
1811,21.025669,,2.899082,0.077554,0
1812,21.037279,129.199219,3.283458,0.073138,1
1813,21.048889,129.199219,3.666001,0.068219,1
1814,21.060499,129.199219,5.120395,0.061365,1
1815,21.072109,129.199219,3.986419,0.060126,1
1816,21.083719,129.199219,4.868937,0.056829,1
1817,21.095329,129.199219,3.970887,0.056527,1
1818,21.106939,,1.011750,0.058477,0
1819,21.118549,129.199219,3.929421,0.056824,1
1820,21.130159,,2.675320,0.055798,0
1821,21.141769,,2.582589,0.057576,0
1822,21.153379,,2.412991,0.058250,0
1823,21.164989,,1.754602,0.060695,0
1824,21.176599,,1.916948,0.059322,0
1825,21.188209,,2.056632,0.054084,0
1826,21.199819,,1.221657,0.059401,0
1827,21.211429,215.332031,10.610358,0.058163,1
1828,21.223039,215.332031,11.979472,0.063570,1
1829,21.234649,,0.665593,0.078266,0
1830,21.246259,,0.677144,0.081540,0
1831,21.257868,,0.835514,0.092361,0
1832,21.269478,215.332031,5.801205,0.093860,1
1833,21.281088,215.332031,4.650404,0.089002,1
1834,21.292698,215.332031,6.720263,0.089888,1
1835,21.304308,,0.822977,0.083542,0
1836,21.315918,215.332031,4.820609,0.103867,1
1837,21.327528,667.529297,12.836513,0.117569,1
1838,21.339138,215.332031,3.770179,0.120213,1
1839,21.350748,215.332031,6.724671,0.123443,1
1840,21.362358,215.332031,5.432983,0.108106,1
1841,21.373968,215.332031,3.988561,0.096816,1
1842,21.385578,,0.594487,0.101766,0
1843,21.397188,344.531250,4.423471,0.104051,1
1844,21.408798,,2.954265,0.106350,0
1845,21.420408,,2.429524,0.104557,0
1846,21.432018,,1.168241,0.096498,0
1847,21.443628,322.998047,5.678812,0.096067,1
1848,21.455238,,0.442299,0.101367,0
1849,21.466848,,1.113884,0.106682,0
1850,21.478458,753.662109,13.078362,0.110671,1
1851,21.490068,,2.507751,0.112802,0
1852,21.501678,732.128906,14.356157,0.109653,1
1853,21.513288,193.798828,7.455988,0.098638,1
1854,21.524898,193.798828,5.420127,0.090485,1
1855,21.536508,732.128906,10.818601,0.082769,1
1856,21.548118,,0.426562,0.080030,0
1857,21.559728,,1.907182,0.089954,0
1858,21.571338,732.128906,19.254182,0.095315,1
1859,21.582948,732.128906,29.160071,0.097479,1
1860,21.594558,366.064453,4.426686,0.097518,1
1861,21.606168,,2.461359,0.094644,0
1862,21.617778,732.128906,17.157288,0.089796,1
1863,21.629388,366.064453,3.662696,0.085711,1
1864,21.640998,258.398438,7.379831,0.083508,1
1865,21.652608,258.398438,15.114320,0.082050,1
1866,21.664218,258.398438,17.696235,0.091533,1
1867,21.675828,,0.720864,0.103644,0
1868,21.687438,,0.939942,0.102629,0
1869,21.699048,,1.893231,0.118526,0
1870,21.710658,344.531250,4.374784,0.118253,1
1871,21.722268,172.265625,4.802819,0.116448,1
1872,21.733878,667.529297,7.517179,0.120753,1
1873,21.745488,,0.660088,0.103746,0
1874,21.757098,215.332031,3.585467,0.095778,1
1875,21.768707,,2.148073,0.086835,0
1876,21.780317,,1.929056,0.079344,0
1877,21.791927,215.332031,3.576577,0.075297,1
1878,21.803537,,1.251848,0.070239,0
1879,21.815147,129.199219,3.603065,0.066726,1
1880,21.826757,,1.440471,0.065760,0
1881,21.838367,,2.153821,0.067159,0
1882,21.849977,,2.426142,0.070589,0
1883,21.861587,,0.409717,0.073429,0
1884,21.873197,882.861328,8.108870,0.079809,1
1885,21.884807,322.998047,3.827927,0.082256,1
1886,21.896417,322.998047,5.788176,0.080441,1
1887,21.908027,,1.154899,0.075588,0
1888,21.919637,,2.284316,0.064816,0
1889,21.931247,344.531250,6.841739,0.058348,1
1890,21.942857,,1.037844,0.054768,0
1891,21.954467,,1.350672,0.050527,0
1892,21.966077,,0.936187,0.058050,0
1893,21.977687,215.332031,4.890446,0.074475,1
1894,21.989297,215.332031,9.853363,0.079616,1
1895,22.000907,,1.429909,0.086344,0
1896,22.012517,129.199219,8.777459,0.086808,1
1897,22.024127,129.199219,13.255934,0.076031,1
1898,22.035737,172.265625,3.969749,0.074632,1
1899,22.047347,,2.870579,0.068447,0
1900,22.058957,,1.324968,0.060840,0
1901,22.070567,322.998047,3.275335,0.057610,1
1902,22.082177,129.199219,6.412569,0.051398,1
1903,22.093787,107.666016,3.582458,0.049941,1
1904,22.105397,,1.359605,0.050511,0
1905,22.117007,322.998047,5.018461,0.050654,1
1906,22.128617,129.199219,4.625261,0.051974,1
1907,22.140227,129.199219,3.649865,0.052980,1
1908,22.151837,,2.302157,0.053752,0
1909,22.163447,,1.048762,0.053514,0
1910,22.175057,,0.873070,0.059456,0
1911,22.186667,,1.148211,0.064137,0
1912,22.198277,,2.786717,0.068172,0
1913,22.209887,,1.816501,0.072488,0
1914,22.221497,,1.320503,0.072843,0
1915,22.233107,,0.524624,0.074160,0
1916,22.244717,,0.950082,0.071742,0
1917,22.256327,129.199219,4.779567,0.068540,1
1918,22.267937,,2.148076,0.063718,0
1919,22.279546,107.666016,5.403072,0.058807,1
1920,22.291156,129.199219,7.242664,0.056526,1
1921,22.302766,,0.655671,0.054394,0
1922,22.314376,,0.810820,0.051627,0
1923,22.325986,,0.366944,0.047698,0
1924,22.337596,,1.473724,0.051959,0
1925,22.349206,,0.384448,0.066762,0
1926,22.360816,,0.720832,0.073903,0
1927,22.372426,,0.526678,0.076327,0
1928,22.384036,107.666016,5.266318,0.074564,1
1929,22.395646,107.666016,3.424845,0.063407,1
1930,22.407256,107.666016,5.393540,0.055561,1
1931,22.418866,107.666016,5.404292,0.053447,1
1932,22.430476,107.666016,5.276565,0.049817,1
1933,22.442086,129.199219,5.234296,0.046893,1
1934,22.453696,,0.715449,0.047282,0
1935,22.465306,172.265625,4.025015,0.048233,1
1936,22.476916,,1.901914,0.053299,0
1937,22.488526,,0.788668,0.060209,0
1938,22.500136,107.666016,3.706353,0.067062,1
1939,22.511746,,1.793239,0.070289,0
1940,22.523356,,1.287711,0.074247,0
1941,22.534966,279.931641,6.264872,0.075354,1
1942,22.546576,279.931641,5.520859,0.074850,1
1943,22.558186,,1.086904,0.076969,0
1944,22.569796,,1.250673,0.076820,0
1945,22.581406,,0.796967,0.075944,0
1946,22.593016,,0.363152,0.077207,0
1947,22.604626,,0.412284,0.077825,0
1948,22.616236,172.265625,4.840131,0.077946,1
1949,22.627846,,0.524620,0.080250,0
1950,22.639456,,0.868695,0.079230,0
1951,22.651066,,0.790435,0.081577,0
1952,22.662676,,0.846258,0.086703,0
1953,22.674286,,0.820749,0.086412,0
1954,22.685896,,1.372983,0.089842,0
1955,22.697506,,2.000502,0.090992,0
1956,22.709116,,2.675761,0.085710,0
1957,22.720726,,1.582594,0.086727,0
1958,22.732336,,1.007128,0.083555,0
1959,22.743946,,1.360859,0.078115,0
1960,22.755556,882.861328,10.276214,0.076802,1
1961,22.767166,904.394531,10.983132,0.071955,1
1962,22.778776,,0.707555,0.069667,0
1963,22.790385,882.861328,11.441411,0.075254,1
1964,22.801995,,1.988393,0.078826,0
1965,22.813605,904.394531,14.591561,0.080870,1
1966,22.825215,882.861328,18.325032,0.083245,1
1967,22.836825,882.861328,15.961513,0.084873,1
1968,22.848435,882.861328,16.502879,0.082009,1
1969,22.860045,,1.563171,0.081671,0
1970,22.871655,,1.700497,0.083542,0
1971,22.883265,,0.329294,0.079246,0
1972,22.894875,882.861328,14.647222,0.083244,1
1973,22.906485,129.199219,3.147969,0.087477,1
1974,22.918095,,1.000000,0.087521,0
1975,22.929705,904.394531,13.857506,0.086231,1
1976,22.941315,882.861328,13.681838,0.083071,1
1977,22.952925,882.861328,15.289203,0.078845,1
1978,22.964535,882.861328,14.815964,0.076446,1
1979,22.976145,,0.907324,0.074285,0
1980,22.987755,,0.714772,0.071868,0
1981,22.999365,172.265625,9.685736,0.069652,1
1982,23.010975,,1.102363,0.081191,0
1983,23.022585,,1.078860,0.094487,0
1984,23.034195,,0.716950,0.097496,0
1985,23.045805,129.199219,9.037180,0.098861,1
1986,23.057415,129.199219,10.438160,0.085891,1
1987,23.069025,129.199219,9.603846,0.070855,1
1988,23.080635,,1.088348,0.062712,0
1989,23.092245,,0.565139,0.060587,0
1990,23.103855,,0.934291,0.058687,0
1991,23.115465,,0.873613,0.054233,0
1992,23.127075,,0.508294,0.054296,0
1993,23.138685,,0.383935,0.050790,0
1994,23.150295,,2.851415,0.052277,0
1995,23.161905,,0.493954,0.055846,0
1996,23.173515,129.199219,3.968935,0.060647,1
1997,23.185125,,0.816257,0.063377,0
1998,23.196735,,0.784988,0.065389,0
1999,23.208345,,0.808229,0.064934,0
2000,23.219955,,1.194209,0.065674,0
2001,23.231565,,1.490368,0.063972,0
2002,23.243175,,1.394770,0.063848,0
2003,23.254785,,1.202705,0.064340,0
2004,23.266395,,1.637280,0.063615,0
2005,23.278005,,1.265938,0.061557,0
2006,23.289615,,1.899767,0.061450,0
2007,23.301224,,0.792689,0.059226,0
2008,23.312834,,2.514805,0.057856,0
2009,23.324444,172.265625,5.980342,0.059546,1
2010,23.336054,172.265625,7.310701,0.060379,1
2011,23.347664,,1.000000,0.062092,0
2012,23.359274,,1.255726,0.061767,0
2013,23.370884,,0.934981,0.063979,0
2014,23.382494,,1.000000,0.063153,0
2015,23.394104,,1.141658,0.063682,0
2016,23.405714,,1.237200,0.063892,0
2017,23.417324,,1.656192,0.063569,0
2018,23.428934,,1.192954,0.062988,0
2019,23.440544,,1.539049,0.066445,0
2020,23.452154,,1.000000,0.069105,0
2021,23.463764,,0.820954,0.076851,0
2022,23.475374,,0.456524,0.082991,0
2023,23.486984,,0.823656,0.098588,0
2024,23.498594,,1.024331,0.137372,0
2025,23.510204,947.460938,12.167569,0.159908,1
2026,23.521814,925.927734,21.914937,0.168173,1
2027,23.533424,925.927734,18.067487,0.161320,1
2028,23.545034,193.798828,3.698374,0.134525,1
2029,23.556644,193.798828,6.045469,0.106863,1
2030,23.568254,193.798828,5.329166,0.097905,1
2031,23.579864,193.798828,7.105580,0.107162,1
2032,23.591474,947.460938,20.583114,0.117270,1
2033,23.603084,925.927734,21.574608,0.136140,1
2034,23.614694,904.394531,19.732930,0.145621,1
2035,23.626304,904.394531,25.720320,0.149045,1
2036,23.637914,882.861328,20.054446,0.139593,1
2037,23.649524,861.328125,14.679193,0.116390,1
2038,23.661134,193.798828,5.551988,0.096120,1
2039,23.672744,193.798828,5.290346,0.073423,1
2040,23.684354,,0.972528,0.063767,0
2041,23.695964,,0.678623,0.062457,0
2042,23.707574,193.798828,8.418315,0.061172,1
2043,23.719184,,1.000000,0.062010,0
2044,23.730794,,1.302858,0.062961,0
2045,23.742404,904.394531,7.030742,0.066424,1
2046,23.754014,904.394531,9.011488,0.065790,1
2047,23.765624,,1.363689,0.067503,0
2048,23.777234,172.265625,5.236364,0.072765,1
2049,23.788844,193.798828,5.439045,0.073188,1
2050,23.800454,,1.040432,0.074547,0
2051,23.812063,193.798828,8.826002,0.072436,1
2052,23.823673,193.798828,7.172650,0.066777,1
2053,23.835283,193.798828,5.417819,0.063748,1
2054,23.846893,,2.192138,0.062552,0
2055,23.858503,,2.469134,0.062206,0
2056,23.870113,,2.441116,0.065704,0
2057,23.881723,193.798828,7.719628,0.066639,1
2058,23.893333,193.798828,8.542944,0.064788,1
2059,23.904943,193.798828,5.877781,0.065205,1
2060,23.916553,193.798828,4.797784,0.065320,1
2061,23.928163,193.798828,3.907152,0.068311,1
2062,23.939773,172.265625,3.672941,0.070925,1
2063,23.951383,710.595703,12.274987,0.065336,1
2064,23.962993,,2.353467,0.056592,0
2065,23.974603,,2.764299,0.046272,0
2066,23.986213,,2.738022,0.037268,0
2067,23.997823,,1.469190,0.036910,0
2068,24.009433,,1.465511,0.037588,0
2069,24.021043,,1.471984,0.034812,0
2070,24.032653,,0.807082,0.035291,0
2071,24.044263,,0.751074,0.052042,0
2072,24.055873,,0.533600,0.073188,0
2073,24.067483,129.199219,3.376319,0.081063,1
2074,24.079093,129.199219,8.737861,0.090342,1
2075,24.090703,129.199219,11.872275,0.086741,1
2076,24.102313,129.199219,9.956824,0.076720,1
2077,24.113923,129.199219,9.400918,0.071225,1
2078,24.125533,107.666016,5.232289,0.061368,1
2079,24.137143,107.666016,3.925109,0.058319,1
2080,24.148753,129.199219,4.094293,0.049705,1
2081,24.160363,107.666016,4.021655,0.050006,1
2082,24.171973,107.666016,3.146550,0.049567,1
2083,24.183583,129.199219,3.532739,0.049788,1
2084,24.195193,,2.204384,0.051071,0
2085,24.206803,,2.286245,0.048037,0
2086,24.218413,,0.684860,0.048068,0
2087,24.230023,,1.712391,0.046020,0
2088,24.241633,,1.237294,0.051430,0
2089,24.253243,,2.391382,0.056282,0
2090,24.264853,107.666016,3.637731,0.057813,1
2091,24.276463,,2.917758,0.057897,0
2092,24.288073,,2.541733,0.054714,0
2093,24.299683,,2.408735,0.052339,0
2094,24.311293,107.666016,3.124451,0.054536,1
2095,24.322902,,2.504102,0.064265,0
2096,24.334512,,1.608212,0.066698,0
2097,24.346122,,2.143949,0.066498,0
2098,24.357732,,2.327785,0.064371,0
2099,24.369342,,2.766402,0.054717,0
2100,24.380952,,1.565562,0.054818,0
2101,24.392562,,2.106319,0.057373,0
2102,24.404172,,2.226889,0.057011,0
2103,24.415782,,2.162876,0.059703,0
2104,24.427392,,1.836295,0.060115,0
2105,24.439002,,2.126588,0.059399,0
2106,24.450612,,1.260785,0.063212,0
2107,24.462222,,1.816262,0.066764,0
2108,24.473832,,2.360661,0.068643,0
2109,24.485442,,2.286365,0.070244,0
2110,24.497052,,2.518076,0.069107,0
2111,24.508662,,2.489231,0.068297,0
2112,24.520272,,2.214019,0.067837,0
2113,24.531882,,2.636897,0.073127,0
2114,24.543492,107.666016,3.246429,0.072732,1
2115,24.555102,,2.987071,0.073082,0
2116,24.566712,,0.720548,0.072304,0
2117,24.578322,107.666016,3.594992,0.069489,1
2118,24.589932,,1.823009,0.070548,0
2119,24.601542,,0.148387,0.075245,0
2120,24.613152,172.265625,4.553664,0.075144,1
2121,24.624762,,1.000000,0.071296,0
2122,24.636372,,1.257171,0.070299,0
2123,24.647982,,2.411565,0.062969,0
2124,24.659592,107.666016,3.413062,0.063562,1
2125,24.671202,,2.626678,0.065690,0
2126,24.682812,,2.506537,0.067499,0
2127,24.694422,,2.133572,0.068519,0
2128,24.706032,,2.915743,0.068048,0
2129,24.717642,,2.674077,0.070039,0
2130,24.729252,,2.961931,0.068191,0
2131,24.740862,,2.205512,0.067440,0
2132,24.752472,,1.771659,0.067319,0
2133,24.764082,,1.431586,0.067849,0
2134,24.775692,,2.626342,0.069415,0
2135,24.787302,,2.319654,0.067421,0
2136,24.798912,,2.314057,0.066488,0
2137,24.810522,107.666016,3.169594,0.065383,1
2138,24.822132,215.332031,5.614643,0.064604,1
2139,24.833741,,1.455992,0.063149,0
2140,24.845351,,1.197617,0.060650,0
2141,24.856961,215.332031,7.548049,0.056268,1
2142,24.868571,107.666016,3.143282,0.054783,1
2143,24.880181,107.666016,3.369681,0.056892,1
2144,24.891791,215.332031,6.293333,0.058589,1
2145,24.903401,,1.591560,0.058509,0
2146,24.915011,107.666016,4.495920,0.060265,1
2147,24.926621,,1.525879,0.060920,0
2148,24.938231,215.332031,3.709830,0.065628,1
2149,24.949841,215.332031,4.310843,0.067417,1
2150,24.961451,107.666016,3.249121,0.065671,1
2151,24.973061,107.666016,3.180969,0.063342,1
2152,24.984671,107.666016,3.022758,0.058619,1
2153,24.996281,107.666016,3.938643,0.058037,1
2154,25.007891,,2.655552,0.056825,0
2155,25.019501,,0.553631,0.057474,0
2156,25.031111,,2.564251,0.056062,0
2157,25.042721,,2.495143,0.058107,0
2158,25.054331,,2.092986,0.060733,0
2159,25.065941,,2.009215,0.079705,0
2160,25.077551,,2.253789,0.111910,0
2161,25.089161,904.394531,13.182485,0.132966,1
2162,25.100771,904.394531,11.902990,0.135286,1
2163,25.112381,904.394531,7.041910,0.129477,1
2164,25.123991,129.199219,6.964958,0.104136,1
2165,25.135601,107.666016,3.024764,0.076774,1
2166,25.147211,107.666016,7.282902,0.070242,1
2167,25.158821,215.332031,3.572406,0.061201,1
2168,25.170431,107.666016,5.506958,0.058821,1
2169,25.182041,839.794922,4.466536,0.050948,1
2170,25.193651,,1.906361,0.051667,0
2171,25.205261,107.666016,4.742725,0.054621,1
2172,25.216871,,1.440100,0.050926,0
2173,25.228481,,1.565225,0.053177,0
2174,25.240091,,1.145210,0.054772,0
2175,25.251701,,1.423961,0.050308,0
2176,25.263311,322.998047,4.612334,0.054337,1
2177,25.274921,107.666016,4.480290,0.054076,1
2178,25.286531,107.666016,3.318618,0.054182,1
2179,25.298141,107.666016,3.117393,0.065202,1
2180,25.309751,107.666016,3.160655,0.073023,1
2181,25.321361,,2.599747,0.084045,0
2182,25.332971,,1.652438,0.086264,0
2183,25.344580,,1.095650,0.078991,0
2184,25.356190,366.064453,4.238952,0.073044,1
2185,25.367800,,1.117334,0.058978,0
2186,25.379410,,1.215434,0.052094,0
2187,25.391020,,0.919698,0.055559,0
2188,25.402630,,1.000000,0.055341,0
2189,25.414240,366.064453,3.256634,0.058389,1
2190,25.425850,366.064453,3.795330,0.060928,1
2191,25.437460,366.064453,5.829875,0.061710,1
2192,25.449070,,1.000000,0.065538,0
2193,25.460680,,1.452132,0.071065,0
2194,25.472290,344.531250,6.167372,0.076132,1
2195,25.483900,344.531250,11.077333,0.083885,1
2196,25.495510,,1.658579,0.094158,0
2197,25.507120,,1.726293,0.093568,0
2198,25.518730,,0.943796,0.096557,0
2199,25.530340,344.531250,14.903666,0.095006,1
2200,25.541950,344.531250,15.617968,0.085149,1
2201,25.553560,344.531250,10.042456,0.085413,1
2202,25.565170,344.531250,4.585882,0.084984,1
2203,25.576780,344.531250,3.250539,0.092236,1
2204,25.588390,,1.362388,0.111221,0
2205,25.600000,689.062500,22.542845,0.125134,1
2206,25.611610,689.062500,18.990876,0.128045,1
2207,25.623220,,1.363480,0.125043,0
2208,25.634830,,2.510356,0.113056,0
2209,25.646440,,2.383867,0.101161,0
2210,25.658050,,1.307505,0.101898,0
2211,25.669660,,2.607530,0.110066,0
2212,25.681270,,1.641759,0.117107,0
2213,25.692880,,1.350274,0.114004,0
